"nm" "nmqm" "wfl" "rooms" "bj" "bez" "wohngut" "wohnbest" "ww0" "zh0" "badkach0" "badextra" "kueche"
441 12.97 34 1 1918 "Ludwigvorstadt-Isarvorstadt" 1 0 0 0 1 0 0
290 14.5 20 1 1983 "Au-Haidhausen" 0 0 0 0 1 0 1
600 9.23 65 2 1983 "Moosach" 0 0 0 0 0 0 1
550 7.97 69 2 1918 "Laim" 0 0 0 0 0 0 0
911.43 11.25 81 3 1957.5 "Schwabing-Freimann" 0 0 0 0 1 0 0
751 9.63 78 3 1992.5 "Schwabing-Freimann" 0 0 0 0 1 0 0
1250 12.25 102 4 1992.5 "Schwabing-Freimann" 0 0 0 0 1 0 1
1405 14.64 96 3 1992.5 "Thalkirchen..." 0 1 0 0 1 0 0
738 10.25 72 2 1972 "Untergiesing" 1 0 0 0 0 0 0
1080 15 72 3 2010 "Maxvorstadt" 1 0 0 0 1 1 0
665 13.57 49 2 1918 "Ludwigvorstadt-Isarvorstadt" 0 0 0 0 1 0 0
999 9.7 103 2 2000.5 "Laim" 1 0 0 0 1 1 0
900 9.18 98 3 1972 "Trudering-Riem" 1 0 0 0 1 0 1
1000 15.63 64 3 1918 "Maxvorstadt" 0 0 0 0 1 0 1
800 8.99 89 2 1924 "Maxvorstadt" 1 0 0 0 0 0 1
835.41 8.52 98 4 1957.5 "Maxvorstadt" 1 0 0 0 0 0 0
1870 11.69 160 4 1939 "Neuhausen-Nymphenburg" 1 0 0 0 1 0 0
495 11.51 43 2 1972 "Laim" 1 0 0 0 1 0 0
1000 10 100 6 1972 "Laim" 0 0 0 0 1 0 0
837 13.95 60 2 1983 "Neuhausen-Nymphenburg" 1 0 0 0 1 0 0
854 13.77 62 2 2000.5 "Sendling" 0 0 0 0 1 0 1
374.48 12.08 31 1 1972 "Sendling-Westpark" 0 0 0 0 1 0 1
920 11.22 82 3 1972 "Sendling-Westpark" 0 0 0 0 1 0 1
257.5 5.26 49 2 1918 "Schwanthalerhöhe" 0 0 0 0 1 0 0
716 6.02 119 6 1992.5 "Schwanthalerhöhe" 0 0 0 0 1 0 0
436 6.23 70 3 1972 "Schwanthalerhöhe" 0 0 0 0 0 0 0
406 6.34 64 3 1992.5 "Schwanthalerhöhe" 0 0 0 0 0 0 0
899.65 14.06 64 2 2000.5 "Thalkirchen..." 0 0 0 0 1 1 0
260.13 7.43 35 1 1918 "Untergiesing" 0 0 0 0 0 0 0
1411.6 14.26 99 4 2010 "Pasing-Obermenzing" 1 0 0 0 1 0 0
580 11.6 50 1 1957.5 "Thalkirchen..." 0 0 0 0 1 0 0
909 11.51 79 3 2010 "Hadern" 1 0 0 0 1 0 0
653 14.51 45 2 2012.5 "Obergiesing" 0 0 0 0 1 0 1
779 10.82 72 3 1957.5 "Hadern" 0 0 0 0 1 0 0
865.5 11.39 76 4 2010 "Thalkirchen..." 0 0 0 0 1 0 0
742 12.37 60 2 2010 "Ramersdorf-Perlach" 0 0 0 0 1 0 0
669.6 7.61 88 3 2000.5 "Schwanthalerhöhe" 1 0 0 0 1 0 0
1100 12.09 91 3 2010 "Thalkirchen..." 0 0 0 0 1 1 0
1340 13.67 98 3 2012.5 "Au-Haidhausen" 0 0 0 0 1 0 1
617.4 9.08 68 2 2010 "Schwabing West" 1 0 0 0 1 0 0
405.1 7.23 56 2 2010 "Schwabing West" 1 0 0 0 1 0 0
790 10.53 75 3 1972 "Hadern" 0 0 0 0 1 0 0
1226 11.57 106 5 1939 "Schwabing West" 1 0 0 0 1 0 0
1095 13.35 82 3 2006.5 "Berg am Laim" 0 0 0 0 1 0 0
643.61 10.73 60 2 2006.5 "Thalkirchen..." 1 0 0 0 1 0 0
855 11.4 75 3 1957.5 "Milbersthofen-Am Hart" 0 0 0 0 1 0 0
570 10.56 54 3 2010 "Pasing-Obermenzing" 0 0 0 0 1 0 0
520 13.68 38 1 1957.5 "Au-Haidhausen" 1 0 0 0 1 0 0
783.24 9 87 3 1918 "Ludwigvorstadt-Isarvorstadt" 1 0 0 0 1 0 0
414 6.09 68 3 1992.5 "Ramersdorf-Perlach" 0 0 0 0 1 0 0
1200 11.88 101 3 1957.5 "Maxvorstadt" 1 0 0 0 0 0 0
788 10.79 73 3 1957.5 "Untergiesing" 0 0 0 0 1 1 0
886 10.55 84 4 1957.5 "Milbersthofen-Am Hart" 0 0 0 0 1 0 0
687 12.96 53 2 1957.5 "Schwabing West" 1 0 0 0 1 0 1
950 12.03 79 5 1957.5 "Thalkirchen..." 1 0 0 0 0 0 0
729 13.5 54 2 1939 "Maxvorstadt" 1 0 0 0 1 0 0
1300 13 100 3 1918 "Neuhausen-Nymphenburg" 0 0 0 0 1 0 0
500 11.63 43 2 1918 "Neuhausen-Nymphenburg" 0 0 0 0 1 0 0
380 12.26 31 1 1957.5 "Maxvorstadt" 1 0 0 1 1 0 0
550 14.1 39 2 2000.5 "Maxvorstadt" 1 0 0 0 1 0 1
307.62 4 77 3 1939 "Schwabing West" 1 0 0 1 1 0 0
664.42 12.3 54 2 1957.5 "Maxvorstadt" 1 0 0 0 1 0 0
800 12.12 66 3 1957.5 "Schwanthalerhöhe" 0 0 0 0 1 0 0
819 9.1 90 4 1918 "Pasing-Obermenzing" 1 0 0 1 0 0 0
865 10.42 83 3 1957.5 "Neuhausen-Nymphenburg" 1 0 0 0 1 0 0
640 11.85 54 2 1924 "Schwabing West" 1 0 0 0 1 0 0
831.95 12.42 67 3 1972 "Sendling" 0 0 0 0 1 0 1
850 12.5 68 2 1957.5 "Maxvorstadt" 1 0 0 0 1 1 0
670 12.64 53 2 1957.5 "Laim" 0 0 0 0 1 0 0
801 13.35 60 3 1957.5 "Maxvorstadt" 1 0 0 0 1 0 0
378 10.8 35 1 1957.5 "Moosach" 0 0 0 0 1 0 1
814 11 74 2 1957.5 "Bogenhausen" 0 0 0 0 1 0 0
947 12.14 78 3 1957.5 "Neuhausen-Nymphenburg" 1 0 0 0 1 0 0
825 9.94 83 3 1957.5 "Bogenhausen" 0 0 0 0 1 0 0
822 10.28 80 3 1957.5 "Bogenhausen" 0 0 0 0 1 0 0
2510 13.57 185 5 1918 "Bogenhausen" 1 0 0 0 1 1 0
865 11.53 75 3 1957.5 "Schwanthalerhöhe" 0 0 0 0 1 0 0
460 10.22 45 2 1957.5 "Sendling-Westpark" 0 0 0 0 1 0 0
630 11.89 53 1 1983 "Pasing-Obermenzing" 1 0 0 0 0 0 0
1189.21 12.52 95 4 1957.5 "Trudering-Riem" 1 0 0 0 1 1 0
341.27 8.32 41 2 1939 "Laim" 0 0 0 0 1 0 0
506.5 9.04 56 1 1972 "Hadern" 1 0 0 0 1 0 1
616.52 7.61 81 4 1957.5 "Neuhausen-Nymphenburg" 0 0 0 0 1 0 0
577 6.79 85 3 1992.5 "Sendling-Westpark" 1 0 0 0 1 0 0
713 10.49 68 3 1957.5 "Milbersthofen-Am Hart" 0 0 0 0 1 0 0
552 10.22 54 2 1957.5 "Laim" 1 0 0 0 1 0 0
454.41 6.22 73 3 2006.5 "Laim" 0 0 0 0 1 0 0
1550 14.76 105 3 1939 "Neuhausen-Nymphenburg" 1 0 0 0 1 0 0
375.11 10.42 36 1 1972 "Fledmoching-Hasenbergel" 0 0 0 0 1 0 1
421.5 12.04 35 1 1992.5 "Ludwigvorstadt-Isarvorstadt" 0 0 0 0 1 0 1
1020.45 9.03 113 3 1918 "Schwabing West" 1 0 0 0 0 0 0
635 10.95 58 2 1957.5 "Au-Haidhausen" 1 0 0 0 1 0 0
880 12.57 70 3 1957.5 "Untergiesing" 0 0 0 0 1 0 1
707.23 10.56 67 3 1957.5 "Neuhausen-Nymphenburg" 0 0 0 0 1 0 0
1300 12.62 103 3 1992.5 "Bogenhausen" 1 0 0 0 1 0 1
950 15.57 61 2 2006.5 "Thalkirchen..." 0 0 0 0 1 0 1
650 12.26 53 2 2006.5 "Thalkirchen..." 0 0 0 0 1 0 1
770 11.32 68 2 2000.5 "Sendling-Westpark" 0 0 0 0 1 0 0
465 15.5 30 1 1972 "Sendling" 0 0 0 0 1 0 1
749 14.13 53 2 1972 "Sendling" 0 0 0 0 1 0 1
330 10 33 1 2000.5 "Ludwigvorstadt-Isarvorstadt" 1 0 0 0 1 0 1
1180 10.73 110 4 1957.5 "Maxvorstadt" 1 0 0 0 1 0 1
1053 14.42 73 3 2006.5 "Sendling" 1 0 0 0 1 0 0
1090 13.8 79 3 2000.5 "Sendling" 0 0 0 0 1 0 1
741.73 8.94 83 4 1957.5 "Maxvorstadt" 1 0 0 0 1 0 0
1015 11.67 87 4 1939 "Bogenhausen" 1 0 0 0 1 0 0
880 9.78 90 3 2000.5 "Thalkirchen..." 0 0 0 0 1 1 1
720.6 10.6 68 3 1957.5 "Thalkirchen..." 1 0 0 0 1 0 0
1296.5 12 108 3 1918 "Ludwigvorstadt-Isarvorstadt" 1 0 0 0 1 1 0
634 13.21 48 3 1939 "Laim" 0 0 0 0 1 0 0
820 9.11 90 4 1939 "Laim" 0 0 0 0 1 0 0
1148 10.83 106 4 1957.5 "Au-Haidhausen" 1 0 0 0 1 0 0
837.37 8.05 104 4 1924 "Moosach" 0 0 0 0 0 0 0
615 8.91 69 2 2000.5 "Sendling-Westpark" 0 0 0 0 1 0 0
1190 13.37 89 2 1939 "Neuhausen-Nymphenburg" 1 0 0 0 1 0 0
1425 13.57 105 4 1924 "Schwabing-Freimann" 1 0 0 0 1 0 0
709 12.22 58 2 1957.5 "Schwabing West" 1 0 0 0 1 0 0
1020 12 85 2 1957.5 "Schwabing West" 1 0 0 0 1 0 0
397.9 13.26 30 1 1992.5 "Berg am Laim" 0 0 0 0 1 0 1
794 12.22 65 3 1924 "Maxvorstadt" 0 0 0 0 1 0 0
400 16 25 1 1957.5 "Ludwigvorstadt-Isarvorstadt" 1 0 0 0 1 0 0
441.49 10.03 44 2 1957.5 "Schwabing-Freimann" 0 0 0 0 1 0 0
330 4.13 80 4 1957.5 "Obergiesing" 0 0 0 0 1 0 0
765 12.34 62 2 1957.5 "Maxvorstadt" 1 0 0 0 1 0 1
536 13.07 41 2 2000.5 "Berg am Laim" 0 0 0 0 1 0 0
690 15 46 2 1992.5 "Neuhausen-Nymphenburg" 1 0 0 0 1 0 0
441.4 9.6 46 2 1957.5 "Obergiesing" 0 0 0 0 0 0 0
926.9 11.3 82 3 1918 "Neuhausen-Nymphenburg" 0 0 0 0 1 0 0
1869 13.35 140 4 1972 "Maxvorstadt" 1 0 0 0 0 0 0
795 10.06 79 3 1957.5 "Sendling-Westpark" 0 0 0 0 1 0 0
810 11.74 69 4 1957.5 "Schwabing West" 0 0 0 0 0 0 0
844.5 12.24 69 3 1957.5 "Sendling-Westpark" 0 0 0 0 1 0 0
1020 11.86 86 3 1957.5 "Obergiesing" 0 0 0 0 1 0 0
540.3 8.86 61 3 1957.5 "Fledmoching-Hasenbergel" 0 0 0 0 1 0 0
945 10.99 86 3 1957.5 "Obergiesing" 0 0 0 0 0 0 0
985 13.13 75 3 1918 "Thalkirchen..." 1 0 0 0 1 0 1
780 12 65 3 1918 "Schwanthalerhöhe" 0 0 0 0 0 0 0
975 11.47 85 4 1957.5 "Sendling-Westpark" 0 0 0 0 1 0 1
691 10.01 69 3 1957.5 "Untergiesing" 0 0 0 0 1 0 0
1015 12.53 81 3 1957.5 "Untergiesing" 0 0 0 0 1 0 0
1309.68 11.39 115 4 1992.5 "Thalkirchen..." 1 0 0 0 1 0 0
1439 11.7 123 5 1918 "Sendling" 0 0 0 0 1 0 1
600 15.79 38 1 1972 "Maxvorstadt" 1 0 0 0 1 0 1
747 12.66 59 2 1957.5 "Schwabing West" 1 0 0 0 0 0 0
440 14.67 30 1 1957.5 "Maxvorstadt" 1 0 0 0 0 0 0
970.33 10.66 91 4 1957.5 "Ludwigvorstadt-Isarvorstadt" 0 0 0 0 1 1 0
630 11.05 57 2 1983 "Berg am Laim" 0 0 0 0 1 0 0
1000.5 11.91 84 4 1957.5 "Milbersthofen-Am Hart" 0 0 0 0 1 0 0
900 14.06 64 3 1957.5 "Untergiesing" 0 0 0 0 1 0 0
779.75 11.47 68 2 1939 "Maxvorstadt" 1 0 0 0 1 0 0
750 11.36 66 2 1939 "Schwabing-Freimann" 0 0 0 1 1 0 0
970 13.11 74 3 1957.5 "Au-Haidhausen" 1 0 0 0 1 0 1
1227 17.78 69 2 2000.5 "Untergiesing" 0 0 0 0 1 1 0
690.4 13.81 50 2 1983 "Ramersdorf-Perlach" 0 0 0 0 1 1 1
905 13.71 66 3 1957.5 "Untergiesing" 0 0 0 0 1 0 0
730 11.97 61 3 1957.5 "Untergiesing" 0 0 0 0 1 0 0
687 13.21 52 2 1957.5 "Untergiesing" 0 0 0 0 0 0 0
918.2 7.98 115 5 1939 "Bogenhausen" 1 0 0 0 1 0 0
547 6.01 91 4 1972 "Schwabing-Freimann" 0 0 0 0 1 0 0
840 10.91 77 3 2000.5 "Hadern" 1 0 0 0 1 0 1
531.68 7.82 68 3 1918 "Schwanthalerhöhe" 0 0 0 0 1 0 0
1151.71 8.47 136 5 1918 "Au-Haidhausen" 1 0 0 0 0 0 0
456.62 6.01 76 3 1939 "Bogenhausen" 1 0 0 0 1 0 0
1089.73 12.11 90 3 2000.5 "Au-Haidhausen" 1 0 0 0 1 0 0
1598.22 14.27 112 5 1939 "Bogenhausen" 1 0 0 0 1 1 0
688.23 8.71 79 3 1957.5 "Neuhausen-Nymphenburg" 0 0 0 0 1 0 0
934.5 13.35 70 3 1957.5 "Schwanthalerhöhe" 0 0 0 0 1 0 1
650 18.06 36 1 1983 "Altstadt-Lehel" 0 1 0 0 1 0 1
700 12.28 57 2 1972 "Allach-Untermenzing" 0 0 0 0 1 1 0
453.54 15.12 30 1 1972 "Au-Haidhausen" 1 0 0 0 1 1 0
1250 11.36 110 4 1918 "Ludwigvorstadt-Isarvorstadt" 1 0 0 0 1 0 0
649 11.8 55 2 1957.5 "Milbersthofen-Am Hart" 0 0 0 0 1 0 0
810.4 12.28 66 2 1992.5 "Obergiesing" 0 0 0 0 1 1 0
806 12.59 64 2 1957.5 "Schwanthalerhöhe" 0 0 0 0 1 0 1
835 12.1 69 2 1983 "Ramersdorf-Perlach" 1 0 0 0 1 0 1
814 11.97 68 3 1992.5 "Trudering-Riem" 1 0 0 0 1 0 1
1200 12.9 93 3 1992.5 "Pasing-Obermenzing" 1 0 0 0 1 0 0
610 11.3 54 2 1983 "Fledmoching-Hasenbergel" 0 0 0 0 1 0 0
1135 12.61 90 3 1992.5 "Trudering-Riem" 1 0 0 0 1 0 1
695 13.11 53 2 1939 "Ludwigvorstadt-Isarvorstadt" 0 0 0 0 0 0 0
630 12.6 50 2 1924 "Schwabing-Freimann" 0 0 0 0 1 0 0
925 10.39 89 4 1924 "Schwabing-Freimann" 0 0 0 0 1 0 0
674 10.53 64 2 1972 "Neuhausen-Nymphenburg" 0 1 0 0 1 0 0
810 10.13 80 3 1972 "Pasing-Obermenzing" 0 0 0 0 1 0 0
877.4 8.2 107 5 1957.5 "Bogenhausen" 0 0 0 0 1 0 0
533.84 7.85 68 3 1957.5 "Schwabing West" 1 0 0 0 1 0 0
400 17.39 23 1 2012.5 "Fledmoching-Hasenbergel" 0 0 0 0 1 0 1
965 12.87 75 3 2006.5 "Neuhausen-Nymphenburg" 1 0 0 0 1 0 0
961 11.05 87 3 1972 "Neuhausen-Nymphenburg" 0 0 0 0 1 0 0
550 10 55 2 1957.5 "Neuhausen-Nymphenburg" 0 0 0 1 1 0 1
873 10.78 81 3 1992.5 "Pasing-Obermenzing" 1 0 0 0 1 0 0
633.3 7.04 90 4 1972 "Pasing-Obermenzing" 0 0 0 0 1 0 0
600 16.22 37 1 1957.5 "Maxvorstadt" 0 0 0 0 1 0 0
580 10 58 2 1972 "Laim" 0 0 0 0 1 0 0
600 15 40 1 2000.5 "Sendling" 0 0 0 0 1 0 1
1241 12.79 97 4 1957.5 "Maxvorstadt" 1 0 0 0 1 0 1
1238 13.91 89 4 1957.5 "Maxvorstadt" 0 0 0 0 0 0 0
707.34 10.56 67 2 1957.5 "Hadern" 0 0 0 0 0 0 1
399.26 11.74 34 1 1957.5 "Bogenhausen" 1 0 0 0 1 0 1
604.73 8.4 72 3 1957.5 "Bogenhausen" 1 0 0 0 1 0 0
765 12.54 61 2 1992.5 "Neuhausen-Nymphenburg" 1 0 0 0 1 0 0
610 11.09 55 2 1992.5 "Ramersdorf-Perlach" 0 0 0 0 1 0 1
555 8.54 65 2 1957.5 "Schwabing-Freimann" 1 0 0 0 1 0 0
871.61 10.13 86 3 1972 "Sendling-Westpark" 0 0 0 0 0 0 0
620.2 11.93 52 2 2006.5 "Sendling-Westpark" 0 0 0 0 1 0 0
724.62 6.97 104 3 1972 "Sendling-Westpark" 0 0 0 0 1 0 0
434 11.13 39 1 2000.5 "Sendling" 0 0 0 0 1 0 1
525 15 35 1 1972 "Schwabing West" 1 0 0 0 1 0 0
700.36 10.77 65 2 1972 "Bogenhausen" 1 0 0 0 1 0 0
432.5 7.59 57 2 1972 "Fledmoching-Hasenbergel" 0 0 0 0 0 0 0
248 9.92 25 1 1918 "Neuhausen-Nymphenburg" 0 0 0 0 1 0 1
528.53 7.44 71 2 1918 "Neuhausen-Nymphenburg" 1 0 0 0 0 0 0
595.75 9.17 65 2 1972 "Sendling-Westpark" 0 0 0 0 1 0 0
1180 12.83 92 3 1992.5 "Sendling" 0 0 0 0 1 1 1
925 9.64 96 4 1972 "Sendling-Westpark" 0 0 0 0 1 1 1
573.19 6.23 92 3 1957.5 "Ludwigvorstadt-Isarvorstadt" 1 0 0 0 1 0 0
560 14.74 38 2 1957.5 "Maxvorstadt" 1 0 0 0 1 0 1
658.09 11.15 59 2 2010 "Fledmoching-Hasenbergel" 0 0 0 0 1 0 0
543 10.25 53 2 1918 "Moosach" 0 0 0 1 1 0 1
527.96 6.77 78 4 1957.5 "Thalkirchen..." 0 0 0 0 1 0 0
635 9.77 65 3 1957.5 "Thalkirchen..." 0 0 0 0 1 0 0
521 7.66 68 3 1957.5 "Thalkirchen..." 0 0 0 1 1 0 0
430.38 5.52 78 4 1972 "Thalkirchen..." 0 0 0 0 1 0 0
800 8.42 95 3 1983 "Aubing..." 0 0 0 0 1 1 0
1160 10.45 111 4 1957.5 "Obergiesing" 0 0 0 0 0 0 0
630 10.5 60 2 1983 "Ramersdorf-Perlach" 0 0 0 0 1 0 0
570 8.64 66 2 1972 "Obergiesing" 0 0 0 0 1 0 1
620 13.19 47 2 1972 "Obergiesing" 0 0 0 0 1 0 1
930 11.07 84 3 1972 "Thalkirchen..." 0 0 0 0 1 0 1
912 12.16 75 3 2006.5 "Thalkirchen..." 0 0 0 0 1 0 1
495.12 12.7 39 1 1939 "Moosach" 0 0 0 0 1 0 0
756 10.5 72 3 1957.5 "Moosach" 0 0 0 0 1 0 0
942.05 12.08 78 3 2006.5 "Allach-Untermenzing" 0 0 0 0 1 0 0
735 11.31 65 3 1992.5 "Allach-Untermenzing" 0 0 0 0 1 0 1
730 9.61 76 3 1972 "Allach-Untermenzing" 0 0 0 0 1 0 1
920.13 8.22 112 5 2006.5 "Obergiesing" 0 0 0 0 1 1 0
966.54 8.63 112 5 1957.5 "Obergiesing" 0 0 0 0 1 1 0
692.56 8.24 84 4 1957.5 "Obergiesing" 0 0 0 0 1 0 0
794.95 8.2 97 4 2000.5 "Obergiesing" 0 0 0 0 1 1 0
1425 12.84 111 3 2006.5 "Untergiesing" 0 1 0 0 1 1 0
900 12.68 71 3 1972 "Pasing-Obermenzing" 1 0 0 0 1 0 0
1040 10.61 98 3 2000.5 "Laim" 1 0 0 0 1 1 1
1050 11.05 95 3 2000.5 "Bogenhausen" 0 0 0 0 1 0 1
607.82 10.85 56 2 1983 "Bogenhausen" 1 0 0 0 1 0 0
1163 14.54 80 3 1983 "Sendling" 1 0 0 0 1 1 1
823.76 8.08 102 5 1972 "Moosach" 0 0 0 0 1 0 0
555 11.1 50 2 1992.5 "Au-Haidhausen" 0 0 0 0 1 0 0
611 11.53 53 2 2006.5 "Milbersthofen-Am Hart" 0 0 0 0 1 0 0
363.47 9.57 38 2 1939 "Milbersthofen-Am Hart" 0 0 0 1 1 0 0
682.64 10.67 64 3 1957.5 "Milbersthofen-Am Hart" 0 0 0 0 1 0 0
710.85 11.28 63 2 1992.5 "Neuhausen-Nymphenburg" 1 0 0 0 1 0 0
670 9.18 73 3 1972 "Hadern" 0 0 0 0 1 0 0
520 8.39 62 2 1957.5 "Fledmoching-Hasenbergel" 0 0 0 1 0 0 0
550 10.19 54 3 1957.5 "Fledmoching-Hasenbergel" 0 0 0 0 1 0 0
469 10.91 43 1 2000.5 "Milbersthofen-Am Hart" 0 0 0 0 1 0 0
575.77 6.19 93 4 2000.5 "Fledmoching-Hasenbergel" 0 0 0 0 1 1 0
1290 12.29 105 3 1972 "Milbersthofen-Am Hart" 0 0 0 0 1 0 1
404.94 5.06 80 3 1972 "Sendling-Westpark" 0 0 0 0 0 0 0
845 10.43 81 2 2000.5 "Pasing-Obermenzing" 1 0 0 0 1 0 1
1560 15 104 3 2010 "Sendling-Westpark" 1 0 0 0 1 0 0
990.48 11.26 88 3 2000.5 "Ludwigvorstadt-Isarvorstadt" 1 0 0 0 1 1 0
780 11.14 70 3 1992.5 "Aubing..." 0 0 0 0 1 0 1
745 12.42 60 2 1992.5 "Schwabing-Freimann" 1 0 0 0 1 0 0
590 10.93 54 3 1972 "Schwabing West" 0 0 0 0 1 0 0
845 9.09 93 3 1972 "Schwabing West" 1 0 0 0 1 0 0
677 10.92 62 2 2000.5 "Ramersdorf-Perlach" 1 0 0 0 1 0 1
1200 12.77 94 4 1957.5 "Au-Haidhausen" 1 0 0 0 1 0 1
675.49 6.31 107 2 1972 "Ramersdorf-Perlach" 0 0 0 0 1 0 0
650 8.55 76 3 1972 "Berg am Laim" 0 0 0 0 0 0 0
1279 11.52 111 4 2000.5 "Hadern" 1 0 0 0 1 0 0
930 12.4 75 3 1924 "Ludwigvorstadt-Isarvorstadt" 1 0 1 0 1 0 0
600 11.76 51 2 1957.5 "Laim" 0 0 0 0 1 0 0
320 10 32 1 1957.5 "Neuhausen-Nymphenburg" 1 0 0 0 0 0 0
777.67 11.61 67 2 1957.5 "Neuhausen-Nymphenburg" 0 1 0 0 1 0 0
870 12.25 71 2 1972 "Neuhausen-Nymphenburg" 0 0 0 0 1 0 1
6000 20 300 6 2010 "Neuhausen-Nymphenburg" 0 1 0 0 1 0 1
886 6.33 140 4 1918 "Neuhausen-Nymphenburg" 1 0 0 0 1 0 0
1168.9 10.25 114 5 1924 "Neuhausen-Nymphenburg" 1 0 0 0 1 1 0
528.1 13.2 40 2 1918 "Maxvorstadt" 1 0 0 0 1 0 1
553.65 10.65 52 1 1983 "Bogenhausen" 0 1 0 0 1 0 0
430 13.03 33 1 1972 "Bogenhausen" 0 0 0 0 1 0 1
590 10.17 58 2 1972 "Schwabing-Freimann" 0 0 0 0 1 0 1
570 11.18 51 2 1983 "Ramersdorf-Perlach" 0 0 0 0 1 0 0
563 11.49 49 2 1972 "Berg am Laim" 0 0 0 0 1 0 0
1243 13.37 93 4 2010 "Pasing-Obermenzing" 0 0 0 0 1 0 0
671.7 12.21 55 2 1972 "Pasing-Obermenzing" 1 0 0 0 1 0 0
791.46 7.54 105 5 1992.5 "Pasing-Obermenzing" 1 0 0 0 1 0 0
660 11 60 3 1972 "Pasing-Obermenzing" 1 0 0 0 1 0 0
564 9.72 58 2 1939 "Pasing-Obermenzing" 0 0 0 0 1 0 0
562 10.04 56 2 1939 "Pasing-Obermenzing" 0 0 0 0 1 1 0
690 9.72 71 2 1983 "Schwabing-Freimann" 1 0 0 0 1 0 0
795 13.95 57 2 1983 "Schwabing-Freimann" 1 0 0 0 1 0 0
825 10.19 81 3 1983 "Hadern" 0 0 0 0 1 0 0
650 10.16 64 2 1983 "Hadern" 0 0 0 0 1 0 1
808 8.78 92 4 1983 "Hadern" 1 0 0 0 1 1 0
685 12.02 57 2 1983 "Hadern" 0 0 0 0 1 0 0
600 8.82 68 2 1972 "Sendling-Westpark" 1 0 0 0 1 0 0
660 13.75 48 2 1957.5 "Neuhausen-Nymphenburg" 1 0 0 0 1 0 0
1050 11.67 90 4 1983 "Neuhausen-Nymphenburg" 1 0 0 0 1 0 1
1045 12.9 81 3 1918 "Neuhausen-Nymphenburg" 1 0 0 0 0 0 0
450.48 8.04 56 2 1972 "Neuhausen-Nymphenburg" 0 0 0 0 1 0 1
688 8.49 81 3 1957.5 "Hadern" 0 0 0 0 0 0 0
549 15.25 36 1 1983 "Obergiesing" 0 0 0 0 1 1 1
335 12.88 26 1 1972 "Obergiesing" 0 0 0 0 1 0 1
728 11.93 61 2 1992.5 "Ramersdorf-Perlach" 0 0 0 0 1 0 1
632.69 8.67 73 3 1972 "Obergiesing" 0 0 0 0 0 0 0
670 11.17 60 2 1972 "Obergiesing" 0 0 0 1 1 0 1
854 13.77 62 2 2000.5 "Ramersdorf-Perlach" 1 0 0 0 1 0 0
522 11.6 45 2 1983 "Obergiesing" 0 0 0 0 1 1 0
669 14.23 47 2 1957.5 "Ramersdorf-Perlach" 0 0 0 0 1 1 0
885 11.49 77 3 1992.5 "Ramersdorf-Perlach" 0 0 0 0 1 0 0
690 9.2 75 3 1957.5 "Ramersdorf-Perlach" 1 0 0 0 1 1 0
620 10 62 2 1924 "Schwabing West" 0 0 0 0 1 0 0
824.35 10.99 75 3 2006.5 "Schwabing West" 1 0 0 0 1 0 0
807.18 9.73 83 3 1957.5 "Obergiesing" 0 0 0 0 1 1 0
737.5 12.5 59 2 2012.5 "Sendling-Westpark" 0 0 0 0 1 1 1
742 13.02 57 2 2012.5 "Sendling-Westpark" 1 0 0 0 1 0 0
344.52 12.76 27 1 1957.5 "Thalkirchen..." 1 0 0 0 0 0 0
746.91 9 83 3 1957.5 "Thalkirchen..." 0 0 0 1 0 0 0
725 9.67 75 3 1957.5 "Thalkirchen..." 1 0 0 0 1 0 1
545.67 9.92 55 3 1957.5 "Thalkirchen..." 0 0 0 0 1 0 0
630 9.69 65 3 1972 "Thalkirchen..." 0 0 0 0 1 0 0
790 13.39 59 2 2000.5 "Sendling" 0 0 0 1 1 0 1
750 12.5 60 2 1972 "Schwanthalerhöhe" 1 0 0 0 1 0 1
957 11.53 83 3 2010 "Laim" 0 0 0 0 1 0 0
649.38 6.98 93 3 1972 "Laim" 1 0 0 0 1 0 0
625 10.42 60 2 1983 "Laim" 0 0 0 0 1 0 0
325.83 4.79 68 3 1939 "Laim" 0 0 0 0 1 0 0
727.03 8.08 90 3 1924 "Altstadt-Lehel" 0 1 1 1 0 0 0
659.72 10.15 65 3 2000.5 "Pasing-Obermenzing" 0 0 0 0 1 0 0
1332 13.45 99 4 2000.5 "Aubing..." 0 0 0 0 1 1 1
1190 13.22 90 4 1992.5 "Pasing-Obermenzing" 1 0 0 0 1 0 1
576.09 8.73 66 4 1957.5 "Ludwigvorstadt-Isarvorstadt" 1 0 0 0 1 0 0
989 15.22 65 3 2000.5 "Sendling" 0 0 0 0 1 0 1
1000 9.8 102 4 1972 "Pasing-Obermenzing" 0 0 0 0 1 0 0
650 10.48 62 3 1972 "Aubing..." 0 0 0 0 1 0 0
700 11.29 62 2 1924 "Sendling" 0 0 0 0 1 0 0
600 9.68 62 3 1957.5 "Sendling" 0 0 0 0 1 0 0
900 13.85 65 3 1957.5 "Bogenhausen" 1 0 0 0 1 0 1
735 12.89 57 2 1992.5 "Ludwigvorstadt-Isarvorstadt" 0 0 0 0 1 0 1
575 9.58 60 2 1972 "Ramersdorf-Perlach" 0 0 0 0 1 1 0
1600 11.11 144 4 2000.5 "Allach-Untermenzing" 1 0 0 0 1 0 1
